,review
750," There is also an alternation, so it is a station that can be used safely, but it is almost in the angle, but it is partly because the birds appear in the tree of the station and drop the feces.The dirt on the ground is worrying.It seems to be taking countermeasures, but the time zone with birds is headlessness.Since there are a lot of Indians, there are many famous curry points.There seems to be an opinion that the speed does not stop with the speed, but it will be dangerous if the person in each station is overflowing with the area of this station.The rapids do not stop. "
751,Mindo is low. 
752," is not stopped.Stamp rally is being held (^^)/Reverse is faithful/is usually as normal, but the surrounding environment is very bad…First of all, homeless people are crowded at any time.It is not a problem that the homeless is worse or good, and they are drunk and occupy the Objena bench and throw a foolish or empty can.Really, they think they are bad, and after the 10th quartile, like the police, ""Yes, I know it,"" it is there again.In addition, from about 10 o'clock at night, I recommend Kabakura, and I think it's a good fight, and I think it's pretty bad.The accessibility of Tokyo, Otemachi, Gayaboba, and Nihonbashi are good access.However, you should be careful at 8:00 in the morning.On weekdays, this train would be full of people. "
753,", be careful of people who are sucked in smoking cousins around them./ Compared to Kasai, the grooves are clean.It is in the reversal/morning marriage!!!!!I thought I would die "
754, The taxi rarely comes. 
755, is not stopped. 
756,It is noisy to catch Chinese at the east exit. 
757," Nojiru passenger, suspicious person."
758," It would be fatal for the security tissue not to work.(But the problem of the security organization doesn't seem to be a story in the tomb.) After 10 years, it's not strange to be an outlaw. "
759, quick train does not stop. 
760, was the body of the lotus even if I was an adult?It is completely different that it does not enter and does not enter.The train is always late and always affected my trip.I was looking forward to it. 
761," also feels like ""Ah- .."".The escalator is also closed! "
762," because the opening was separated quite a while ago, if you come from Nakano to JR only, and if you come by via Toga Sun, you need to be careful.Thank you so much.The toilet on the East -West Line has a bad ventilation, and there are many stomachs that smoke in the private room during the commuting time.Naturally, the smell of cigarettes. "
763," Do not improve at all.I am embarrassed to try to ride..It is inconvenient to stop each station.I think it is convenient because there are snacks such as SSTs, coffee cafes, bookstores, and shops.Convenient to transfer to Makuhari Messen or Disney.It is quiet because it is a residential area outside the station, but the event of the event in Disney and Makuhari is mixed with the surrounding hotels.It is also a holy place of the animation `` Angel's 3P ''.I wonder why it would be a staircase or an elevator for the disabled or a direct contact with a ticket gate or a mall.What about the difference or expansion?This station makes it easy to move to Tokyo as well as Chiba.There was a food Becker but disappeared.Since I was in the home of the station, but there was no time for people to ride, I sent "
764,It was overwhelmed by the state and was pushed by the 
765," If you go home, the situation is more severe.This evil situation will continue forever because it is inversely proportional.If a person is trying to get off because of the person who is getting off, it is phenomenon that it is interruped and kicked out by passengers who lived.Please be able to read it to the person who is working at the Terminal Station where you can read it./ Sobu Line, Musashi Line, Tosa Lee, and Toba High Speed Railroad./It is a convenient role, but JR Dodo Tokyo Metro Toga Sundo, ElevatorIt's too dirty. "
766, has only pain and fear. 
767, Horned Ted Apartment.Like pain .... 
768, The toilet is also clean.The only advantage of the advantage/the response of the station is the worst. 
769," There is a difficult thing, so I was shocked because it was said that it was not heard at all.Can't you think about how to speak more? "
