,review
1322," was great because it was great 4/strict/transfer station.There is no elevator.It is difficult to travel with a stroller.My parents are careful/have been found because the elevators on the gate are inconspicuous.I use it often.? \ u06dd ???)?I lost.The time is very satisfying/I am using it to visit Yasukuni Shrine./Yasukuni Shrine's closest station/concert is used.I use it to go to the martial arts pavilion./ It is the closest station of Yasukuni Shrine./It's the role of Doei Shinjuku Line./ I don't know if it comes out on the ground.The transfer of the place/toe -ga line and the Hanzo Monseon is surprisingly troublesome/station, so there is no special comment.The Japanese martial arts hall is also a station where you can get off/Tokyo from this station to get to the martial arts./There's nothing special and only the subway station.!/It is a convenient station.Station/Starba and Sakura Fisheries ＼ (^-^)/Sakura Chitori is a beautiful place to visit/a beautiful place to visit/relatively soft/Yasukuni Shrine./ A variety of (adults?)/Yasukuni Shrine easilyYou can do it ./ It's hard to know the transfer./ Very good sign/was very good.Wow, "
1323,It is good to have abundant guidance and guide signs.It is also suitable for underground roads and walking and shopping. 
1324,", there is a mark of the express romance car, I was surprised, so I took a picture ♪ "
1325," This is a station that contains a lot of pubs and cafes.I am using Shinjuku Line now, but I used to use the Toga Line before.All Western -style toilets in the women's toilet have a washlet and a toilet cleaner, so the toilet has a hand sap.I was impressed by the JR's Mother's Station because it wasn't even a hand soap!I think it was very clean because the toilet was also careful.Thank you.. "
1326," is a very convenient station because it is equipped with Marunouchi Line, Chiyo Doctemi, and Toyo Line in addition to the Hanzo Monseon.You can also go to Tokyo Station!? "
1327, was very comfortable./ O -Temachi Station 
1328, The groove of the Marunouchi Line has been renewed and the atmosphere has changed. 
1329,"If you have it, you can use it freely on holidays or late nights, so QOL is significantly improved.It's sad, but you won't know if you don't experience the best comfort that can be used freely.If you are not so blessed in the opportunity to come to Oteachi Station, it would be nice to walk the station for several hours on holidays with short -sleeved shorts.The order of the city center is called O -Temachi Station, which is different from Shinjuku Station or Shibuya Station.I hope you will feel the air throughout your skin and come out of your favorite exit.I hope you will be a fan of O -Temachi through O -Temachi Station.It is right because it is the city with the most order in Japan."
1330," The atmosphere of the modern premises is good (^^)/Transit convenience, but the first person seems to be wandering.It takes more than 10 minutes to get into the station and take a train.You can go to the restaurant streets.This is a ride, that is, it is a large terminal of the subway./You can go on a variety of routes, but you can take time if you're not used to it.Avoid in time.There are so many people./Because I use it every day ??????…/Clean bathroom.There are many exits.There are a few subway boards.!/2022/10 Tokyo Metro Jiyo Line/Mita Line and Marunouchi Line Oteachi Station has different routes and other stations/tori coffee shops./ Mita Line has a Marunouchi Line, a long transfer distance.This is running./The transfer of Toy Zay and Mita Sun is quite uncomfortable/It was very uncomfortable and easy to get lost.There were a lot of people and was lively!/There are five routes.Lost/It's hard to know the passage for the first person to use.Caution!/The smell of east and west is too bad, the smell of the exhaust of the restaurant .../The surrounding station can move to the basement/was a beautiful place!./ It's close to Tokyo Station.The pottery is far away.It is currently being renovated./ There are so many large companies around.Great!/It's so big and wandering on a romance car !/ It's beautiful!Like/I'm not too busy/There are so many lines/very convenient/Big Station .. Herb/Convenience/Tokyo Station Direct/Good/Good place/Tokyo/Tokyo/Carryer/UnchangedThe center of the economy/example/lost/big station/difficult to understand./Clean/Near Tokyo Station"
1331,"It's a very big and cool neighborhood.It's crowded at rush time ㅠㅠ/Tokyo, one of my favorite places. "
1332, Is it easy and good because of the big signboard? 
1333," has a Ceramic Pass, so I used it as much as possible.! "
1334,I like it 
1335," from Chibarcho Station to Nihonbashi Station, we are contacting the underground road along Yeongdae Street.You can walk without getting wet even on a rainy day without riding a reverse train ./ All of them are great. "
1336," is 100% comfortable for the Hibiya Line passengers nearby.Direct `` TH Liner '' is placed, and this station is very convenient ♪ "
1337, The environment around the station is also good. 
1338," One of the things I think is good at Chibosi Station is that I can keep walking the basement to Nihonbashi.Especially during the rainy season, it was convenient for a rainy day.Of course, I think there are advantages not only for walking but also to commuting or commuting.Because there were Nihonbashi or Tokyo Station nearby, there were many places where access was good to walk there.I was only using it as a walking course.In addition, it is possible to transfer with the Asakusa Line on the way to Oteachchi, but there is a distance on the way to Oteachi.It is easy to know that people who have a lot of luggage, foreigners, and wheelchairs are uncomfortable.I think I should write more notation. "
